id	name	symbol	chromosome	start	stop
PA164741137	adenylate cyclase 3	ADCY3	2	24819169 	24920017 
PA24562	adenylate cyclase 4	ADCY4	14	24318349 	24335071 
PA24563	adenylate cyclase 5	ADCY5	3	123282296 	123448632 
PA27	adenylate cyclase 6	ADCY6	12	48766191 	48789096 
PA28	adenylate cyclase 7	ADCY7	16	50246158 	50318135 
PA29	adenylate cyclase 8	ADCY8	8	130780300 	131041604 
PA30	adenylate cyclase 9	ADCY9	16	3953387 	4116185 
PA24564	adenylate cyclase activating polypeptide 1	ADCYAP1	18	904342 	912172 
PA24565	ADCYAP receptor type I	ADCYAP1R1	7	31052341 	31114005 
PA31	adducin 1	ADD1	4	2843732 	2930076 
PA24566	adducin 2	ADD2	2	70656784 	70768243 
PA24567	adducin 3	ADD3	10	109996350 	110135565 
PA134944476	androglobin	ADGB	6	146598965 	146815462 
PA134910893	adhesion G protein-coupled receptor A1	ADGRA1	10	133070929 	133131675 
PA134869404	adhesion G protein-coupled receptor A2	ADGRA2	8	37796883 	37843986 
PA134919579	adhesion G protein-coupled receptor A3	ADGRA3	4	22387374 	22516058 
PA25247	adhesion G protein-coupled receptor B1	ADGRB1	8	142449703 	142545009 
PA25248	adhesion G protein-coupled receptor B2	ADGRB2	1	31727105 	31764063 
PA25249	adhesion G protein-coupled receptor B3	ADGRB3	6	68635282 	69389511 
PA134923933	adhesion G protein-coupled receptor D1	ADGRD1	12	130953907 	131141469 
PA134882616	adhesion G protein-coupled receptor D2	ADGRD2	9	124451087 	124477795 
PA27773	adhesion G protein-coupled receptor E1	ADGRE1	19	6887549 	6940453 
PA27774	adhesion G protein-coupled receptor E2	ADGRE2	19	14732697 	14778541 
PA134956879	adhesion G protein-coupled receptor E3	ADGRE3	19	14600175 	14674918 
PA26248	adhesion G protein-coupled receptor E5	ADGRE5	19	14381144 	14408725 
PA128394769	adhesion G protein-coupled receptor F1	ADGRF1	6	46997703 	47042363 
PA134984088	adhesion G protein-coupled receptor F2	ADGRF2	6	47656590 	47697797 
PA134918027	adhesion G protein-coupled receptor F3	ADGRF3	2	26308173 	26346817 
PA134954617	adhesion G protein-coupled receptor F4	ADGRF4	6	47698553 	47722021 
PA134886165	adhesion G protein-coupled receptor F5	ADGRF5	6	46852505 	46954954 
PA28901	adhesion G protein-coupled receptor G1	ADGRG1	16	57619535 	57665039 
PA28908	adhesion G protein-coupled receptor G2	ADGRG2	X	18989307 	19122956 
PA28936	adhesion G protein-coupled receptor G3	ADGRG3	16	57668192 	57689378 
PA134885132	adhesion G protein-coupled receptor G4	ADGRG4	X	136300963 	136416888 
PA134896363	adhesion G protein-coupled receptor G5	ADGRG5	16	57529339 	57578182 
PA134878328	adhesion G protein-coupled receptor G6	ADGRG6	6	142301919 	142446266 
PA134982718	adhesion G protein-coupled receptor G7	ADGRG7	3	100609589 	100696174 
PA134868822	adhesion G protein-coupled receptor L1	ADGRL1	19	14147737 	14206245 
PA38589	adhesion G protein-coupled receptor L2	ADGRL2	1	81306155 	81992738 
PA134968284	adhesion G protein-coupled receptor L3	ADGRL3	4	61201256 	62078335 
PA134946418	adhesion G protein-coupled receptor L4	ADGRL4	1	78889764 	79006810 
PA134960779	adhesion G protein-coupled receptor V1	ADGRV1	5	90558681 	91164226 
PA24570	"alcohol dehydrogenase 1A (class I), alpha polypeptide"	ADH1A	4	99276366 	99291028 
PA24571	"alcohol dehydrogenase 1B (class I), beta polypeptide"	ADH1B	4	99306387 	99321442 
PA24572	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	ADH1C	4	99336492 	99353045 
PA24573	"alcohol dehydrogenase 4 (class II), pi polypeptide"	ADH4	4	99123657 	99144330 
PA24574	"alcohol dehydrogenase 5 (class III), chi polypeptide"	ADH5	4	99070978 	99088788 
PA134990746	"alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2"	ADH5P2	1	79521069 	79522467 
PA134864128	"alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3"	ADH5P3	1	240170143 	240171530 
PA134878693	"alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4"	ADH5P4	6	65835477 	65838068 
PA24576	alcohol dehydrogenase 6 (class V)	ADH6	4	99202638 	99219246 
PA24577	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	ADH7	4	99412261 	99435510 
PA134871493	alcohol dehydrogenase iron containing 1	ADHFE1	8	66432483 	66468809 
PA143485291	acireductone dioxygenase 1	ADI1	2	3497919 	3519579 
PA162375689	adipogenin	ADIG	20	38581195 	38588463 
PA134933118	"adiponectin, C1Q and collagen domain containing"	ADIPOQ	3	186842674 	186858463 
PA134861801	adiponectin receptor 1	ADIPOR1	1	202940825 	202958572 
PA128394711	adiponectin receptor 2	ADIPOR2	12	1690981 	1788679 
PA134930409	adipogenesis regulatory factor	ADIRF	10	86968431 	86970909 
PA24579	adenosine kinase	ADK	10	74151185 	74709303 
PA24580	adrenomedullin	ADM	11	10304980 	10307402 
PA134898869	adrenomedullin 2	ADM2	22	50481724 	50486440 
PA165393101	adrenomedullin 5 (putative)	ADM5	19	49688685 	49690990 
PA24582	activity dependent neuroprotector homeobox	ADNP	20	50888918 	50934984 
PA162375700	ADNP homeobox 2	ADNP2	18	80109031 	80140346 
PA162375713	2-aminoethanethiol dioxygenase	ADO	10	62804756 	62808479 
PA24583	adenosine A1 receptor	ADORA1	1	203127705 	203167405 
PA24584	adenosine A2a receptor	ADORA2A	22	24423597 	24442360 
PA165378332	ADORA2A antisense RNA 1	ADORA2A-AS1	22	24429206 	24495074 
PA24585	adenosine A2b receptor	ADORA2B	17	15927781 	15975896 
PA24586	adenosine A2b receptor pseudogene 1	ADORA2BP1	1	209744350 	209745676 
PA24589	adenosine A3 receptor	ADORA3	1	111499429 	111504121 
PA134971928	ADP dependent glucokinase	ADPGK	15	72751367 	72783785 
PA24590	ADP-ribosylarginine hydrolase	ADPRH	3	119579433 	119589954 
PA134870688	ADP-ribosylhydrolase like 1	ADPRHL1	13	113421940 	113453524 
PA142672231	"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent"	ADPRM	17	10697610 	10711558 
PA34	adrenoceptor alpha 1A	ADRA1A	8	26738113 	26870994 
PA33	adrenoceptor alpha 1B	ADRA1B	5	159916733 	159989205 
PA24597	adrenoceptor alpha 1D	ADRA1D	20	4220631 	4249012 
PA35	adrenoceptor alpha 2A	ADRA2A	10	111077032 	111080907 
PA36	adrenoceptor alpha 2B	ADRA2B	2	96112875 	96116245 
PA37	adrenoceptor alpha 2C	ADRA2C	4	3766569 	3768526 
PA38	adrenoceptor beta 1	ADRB1	10	114044047 	114046908 
PA39	adrenoceptor beta 2	ADRB2	5	148826593 	148828634 
PA24598	adrenoceptor beta 3	ADRB3	8	37962995 	37966666 
PA24599	adhesion regulating molecule 1	ADRM1	20	62302056 	62308862 
PA24600	adenylosuccinate lyase	ADSL	22	40346500 	40387408 
PA24601	adenylosuccinate synthase	ADSS	1	244408492 	244452134 
PA134974111	adenylosuccinate synthase like 1	ADSSL1	14	104724197 	104747325 
PA134981312	androgen dependent TFPI regulating protein	ADTRP	6	11713523 	11779628 
PA24604	AE binding protein 1	AEBP1	7	44104320 	44114565 
PA134875401	AE binding protein 2	AEBP2	12	19404101 	19522239 
PA162375720	apoptosis enhancing nuclease	AEN	15	88604601 	88632281 
PA162375733	actin filament associated protein 1	AFAP1	4	7758713 	7939926 
PA165663067	AFAP1 antisense RNA 1	AFAP1-AS1	4	7754090 	7778928 
PA162375772	actin filament associated protein 1 like 1	AFAP1L1	5	149271838 	149343637 
PA162375773	actin filament associated protein 1 like 2	AFAP1L2	10	114280730 	114405143 
PA30853	"afadin, adherens junction formation factor"	AFDN	6	167826872 	167972023 
PA30851	AF4/FMR2 family member 1	AFF1	4	86935002 	87141054 
PA28192	AF4/FMR2 family member 2	AFF2	X	148500619 	149000663 
PA30264	AF4/FMR2 family member 3	AFF3	2	99545861 	100142583 
PA142672641	AF4/FMR2 family member 4	AFF4	5	132875379 	132963662 
PA38404	AFG1 like ATPase	AFG1L	6	108294874 	108525784 
PA24611	"AFG3 ATPase family member 3-like 1 (S. cerevisiae), pseudogene"	AFG3L1P	16	89972580 	90000787 
PA24612	AFG3 like matrix AAA peptidase subunit 2	AFG3L2	18	12328944 	12377309 
PA24613	afamin	AFM	4	73481740 	73504001 
PA134958475	arylformamidase	AFMID	17	78185102 	78207702 
PA24614	alpha fetoprotein	AFP	4	73436219 	73455785 
PA145149871	aftiphilin	AFTPH	2	64524305 	64593005 
PA24615	aspartylglucosaminidase	AGA	4	177430774 	177442503 
PA26412	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	AGAP1	2	235494089 	236131800 
PA164715011	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	AGAP11	10	86970741 	87010203 
PA26411	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	AGAP2	12	57723765 	57742201 
PA26413	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"	AGAP3	7	151085831 	151144436 
PA164715122	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4"	AGAP4	10	45825592 	45858529 
PA164715123	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5"	AGAP5	10	73674275 	73697796 
PA164715148	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"	AGAP6	10	49981196 	50010507 
PA164715169	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9"	AGAP9	10	47501854 	47523638 
PA134923894	ATP/GTP binding protein like 1	AGBL1	15	86079635 	87031476 
PA142672634	ATP/GTP binding protein like 2	AGBL2	11	47659168 	47715397 
PA142672635	ATP/GTP binding protein like 3	AGBL3	7	134985169 	135135782 
PA142672636	ATP/GTP binding protein like 4	AGBL4	1	48520157 	50024011 
PA162375816	ATP/GTP binding protein like 5	AGBL5	2	27051423 	27070622 
PA24617	advanced glycosylation end-product specific receptor	AGER	6	32180968 	32185247 
PA29449	ArfGAP with FG repeats 1	AGFG1	2	227472169 	227561222 
PA29451	ArfGAP with FG repeats 2	AGFG2	7	100539211 	100568220 
PA134951291	angiogenic factor with G-patch and FHA domains 1	AGGF1	5	77030385 	77065234 
PA162375851	acylglycerol kinase	AGK	7	141551278 	141655244 
PA24618	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	AGL	1	99850077 	99924023 
PA24619	agmatinase	AGMAT	1	15571699 	15585110 
PA162406334	alkylglycerol monooxygenase	AGMO	7	15117223 	15562015 
PA27693	argonaute RISC component 1	AGO1	1	35869808 	35929610 
PA27694	argonaute RISC catalytic component 2	AGO2	8	140520158 	140642406 
PA38329	argonaute RISC catalytic component 3	AGO3	1	35925198 	36072037 
PA38330	argonaute RISC component 4	AGO4	1	35807630 	35857890 
PA24621	1-acylglycerol-3-phosphate O-acyltransferase 1	AGPAT1	6	32168206 	32178111 
PA24622	1-acylglycerol-3-phosphate O-acyltransferase 2	AGPAT2	9	136673143 	136687459 
PA24623	1-acylglycerol-3-phosphate O-acyltransferase 3	AGPAT3	21	43865160 	43987594 
PA134961047	1-acylglycerol-3-phosphate O-acyltransferase 4	AGPAT4	6	161129980 	161274108 
PA165618159	AGPAT4 intronic transcript 1 (non-protein coding)	AGPAT4-IT1	6	161160114 	161161982 
PA134952751	1-acylglycerol-3-phosphate O-acyltransferase 5	AGPAT5	8	6708357 	6761503 
PA24624	alkylglycerone phosphate synthase	AGPS	2	177392743 	177543836 
PA24625	"anterior gradient 2, protein disulphide isomerase family member"	AGR2	7	16791811 	16805114 
PA162375917	"anterior gradient 3, protein disulphide isomerase family member"	AGR3	7	16854711 	16881989 
PA24626	agrin	AGRN	1	1020102 	1056119 
PA24627	agouti related neuropeptide	AGRP	16	67482571 	67483813 
PA42	angiotensinogen	AGT	1	230702523 	230714590 
PA24630	ATP/GTP binding protein 1	AGTPBP1	9	85543799 	85742029 
PA43	angiotensin II receptor type 1	AGTR1	3	148697871 	148743003 
PA44	angiotensin II receptor type 2	AGTR2	X	116170705 	116174972 
PA38363	angiotensin II receptor associated protein	AGTRAP	1	11736085 	11750771 
PA24633	alanine--glyoxylate and serine--pyruvate aminotransferase	AGXT	2	240868745 	240879119 
PA24634	alanine--glyoxylate aminotransferase 2	AGXT2	5	34998101 	35048188 
PA142672631	AT-hook containing transcription factor 1	AHCTF1	1	246839098 	246931978 
PA142672632	AT hook containing transcription factor 1 pseudogene 1	AHCTF1P1	2	161499067 	161507902 
PA24636	adenosylhomocysteinase	AHCY	20	34235012 	34311976 
PA24637	adenosylhomocysteinase like 1	AHCYL1	1	109984741 	110023742 
PA162376046	adenosylhomocysteinase like 2	AHCYL2	7	129225014 	129430211 
PA142672633	AT-hook DNA binding motif containing 1	AHDC1	1	27534245 	27604178 
PA134874587	Abelson helper integration site 1	AHI1	6	135283972 	135497775 
PA24640	AHNAK nucleoprotein	AHNAK	11	62433542 	62546860 
PA162376085	AHNAK nucleoprotein 2	AHNAK2	14	104937253 	104978357 
PA24641	aryl hydrocarbon receptor	AHR	7	17298652 	17346151 
PA24639	aryl-hydrocarbon receptor repressor	AHRR	5	304176 	438291 
PA25515	activator of HSP90 ATPase activity 1	AHSA1	14	77457877 	77469472 
PA24642	alpha 2-HS glycoprotein	AHSG	3	186612928 	186621318 
PA27842	alpha hemoglobin stabilizing protein	AHSP	16	31527852 	31528804 
PA24644	activation induced cytidine deaminase	AICDA	12	8602166 	8612970 
PA162376104	"axin interactor, dorsalization associated"	AIDA	1	222668013 	222712522 
PA24646	allograft inflammatory factor 1	AIF1	6	31615209 	31617025 
PA164715250	allograft inflammatory factor 1 like	AIF1L	9	131096476 	131123152 
PA162376129	apoptosis inducing factor mitochondria associated 1	AIFM1	X	130129362 	130165887 
PA162376150	apoptosis inducing factor mitochondria associated 2	AIFM2	10	70112267 	70132934 
PA162376173	apoptosis inducing factor mitochondria associated 3	AIFM3	22	20965130 	20981360 
PA134991331	androgen induced 1	AIG1	6	143059363 	143343594 
PA24651	absent in melanoma 2	AIM2	1	159059226 	159132351 
PA35578	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	AIMP1	4	106315610 	106349225 
PA38160	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 pseudogene 1	AIMP1P1	20	14127331 	14128413 
PA165617609	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	AIMP2	7	6009241 	6023834 
PA24652	aryl hydrocarbon receptor interacting protein	AIP	11	67483029 	67491108 
PA24653	aryl hydrocarbon receptor interacting protein like 1	AIPL1	17	6423737 	6435199 
PA24654	autoimmune regulator	AIRE	21	44285838 	44298219 
PA164715269	antisense of IGF2R non-protein coding RNA	AIRN	6	160003291 	160007664 
PA142672629	adherens junctions associated protein 1	AJAP1	1	4654775 	4792518 
PA165585544	apical junction component 1 homolog	AJM1	9	136844415 	136847345 
PA134978308	ajuba LIM protein	AJUBA	14	22971174 	22982642 
PA24655	adenylate kinase 1	AK1	9	127866480 	127886749 
PA24656	adenylate kinase 2	AK2	1	33007940 	33036911 
PA162376174	adenylate kinase 2 pseudogene 2	AK2P2	2	31823410 	31823830 
PA164741184	adenylate kinase 3	AK3	9	4709556 	4742043 
PA142672630	adenylate kinase 3 pseudogene 2	AK3P2	8	143057063 	143057816 
PA165750325	adenylate kinase 4	AK4	1	65147342 	65232145 
PA24658	adenylate kinase 4 pseudogene 1	AK4P1	17	31345314 	31347501 
PA134952004	adenylate kinase 4 pseudogene 3	AK4P3	12	31614443 	31616574 
PA24659	adenylate kinase 5	AK5	1	77281908 	77559969 
PA134963502	adenylate kinase 7	AK7	14	96392111 	96489427 
PA134971772	adenylate kinase 8	AK8	9	132725574 	132878811 
PA164715271	adenylate kinase 9	AK9	6	109492855 	109691253 
PA166048983	A-kinase anchor inhibitor 1	AKAIN1	18	5143673 	5199997 
PA24661	A-kinase anchoring protein 1	AKAP1	17	57085192 	57121349 
PA24662	A-kinase anchoring protein 10	AKAP10	17	19904452 	19977856 
PA24663	A-kinase anchoring protein 11	AKAP11	13	42271470 	42323267 
PA24664	A-kinase anchoring protein 12	AKAP12	6	151239815 	151358559 
PA24665	A-kinase anchoring protein 13	AKAP13	15	85380616 	85749358 
PA134914893	A-kinase anchoring protein 14	AKAP14	X	119895973 	119920716 
PA162402969	A-kinase anchoring protein 17A	AKAP17A	X	1591593 	1602520 
PA24666	A-kinase anchoring protein 2	AKAP2	9	110048598 	110172512 
PA24667	A-kinase anchoring protein 3	AKAP3	12	4615508 	4649047 
PA24668	A-kinase anchoring protein 4	AKAP4	X	50190768 	50201013 
PA24669	A-kinase anchoring protein 5	AKAP5	14	64465499 	64474503 
PA24670	A-kinase anchoring protein 6	AKAP6	14	32329273 	32833999 
PA24671	A-kinase anchoring protein 7	AKAP7	6	131125698 	131283535 
PA24672	A-kinase anchoring protein 8	AKAP8	19	15353521 	15379815 
PA134867364	A-kinase anchoring protein 8 like	AKAP8L	19	15380048 	15419121 
PA24673	A-kinase anchoring protein 9	AKAP9	7	91940867 	92110673 
PA25484	A-kinase interacting protein 1	AKIP1	11	8911117 	8920079 
PA162376180	akirin 1	AKIRIN1	1	38991244 	39006065 
PA162376195	akirin 2	AKIRIN2	6	87674860 	87702267 
PA134908332	AT-hook transcription factor	AKNA	9	114334149 	114398498 
PA165750356	AKNA domain containing 1	AKNAD1	1	108815898 	108858242 
PA24674	aldo-keto reductase family 1 member A1	AKR1A1	1	45550779 	45570051 
PA24675	aldo-keto reductase family 1 member B	AKR1B1	7	134442352 	134459136 
PA24676	aldo-keto reductase family 1 member B10	AKR1B10	7	134527592 	134541414 
PA165617622	aldo-keto reductase family 1 member B15	AKR1B15	7	134549097 	134579841 
PA24717	"aldo-keto reductase family 1, member B1 pseudogene 2"	AKR1B1P2	3	74135927 	74137588 
PA24677	aldo-keto reductase family 1 member C1	AKR1C1	10	4963262 	4979967 
PA24678	aldo-keto reductase family 1 member C2	AKR1C2	10	4987775 	5018033 
PA24679	aldo-keto reductase family 1 member C3	AKR1C3	10	5048766 	5107686 
PA24680	aldo-keto reductase family 1 member C4	AKR1C4	10	5196835 	5218947 
PA24681	aldo-keto reductase family 1 member D1	AKR1D1	7	138076432 	138118304 
PA36115	"aldo-keto reductase family 1, member D1 pseudogene 1"	AKR1D1P1	1	167519550 	167536087 
PA165548224	aldo-keto reductase family 1 member E2	AKR1E2	10	4824554 	4908421 
PA24682	aldo-keto reductase family 7 member A2	AKR7A2	1	19302708 	19312146 
PA24683	aldo-keto reductase family 7 member A3	AKR7A3	1	19274309 	19289362 
PA164715300	aldo-keto reductase family 7 like (gene/pseudogene)	AKR7L	1	19265982 	19274074 
PA24684	AKT serine/threonine kinase 1	AKT1	14	104769349 	104795743 
PA134943587	AKT1 substrate 1	AKT1S1	19	49869033 	49878356 
PA24685	AKT serine/threonine kinase 2	AKT2	19	40230317 	40285531 
PA24686	AKT serine/threonine kinase 3	AKT3	1	243488233 	243851079 
PA162376210	AKT interacting protein	AKTIP	16	53491028 	53504411 
PA24687	aminolevulinate dehydratase	ALAD	9	113386312 	113401338 
PA24688	5'-aminolevulinate synthase 1	ALAS1	3	52198083 	52214327 
PA24689	5'-aminolevulinate synthase 2	ALAS2	X	55009055 	55031064 
PA24690	albumin	ALB	4	73404255 	73421412 
PA24691	activated leukocyte cell adhesion molecule	ALCAM	3	105366713 	105576913 
PA134903503	aldehyde dehydrogenase 16 family member A1	ALDH16A1	19	49453216 	49471050 
PA34065	aldehyde dehydrogenase 18 family member A1	ALDH18A1	10	95605929 	95656810 
PA24692	aldehyde dehydrogenase 1 family member A1	ALDH1A1	9	72900662 	72953317 
PA24693	aldehyde dehydrogenase 1 family member A2	ALDH1A2	15	57953424 	58065923 
PA24694	aldehyde dehydrogenase 1 family member A3	ALDH1A3	15	100879692 	100916626 
PA24695	aldehyde dehydrogenase 1 family member B1	ALDH1B1	9	38392664 	38398665 
PA28393	aldehyde dehydrogenase 1 family member L1	ALDH1L1	3	126103561 	126181526 
PA134928545	aldehyde dehydrogenase 1 family member L2	ALDH1L2	12	105019784 	105084609 
PA24696	aldehyde dehydrogenase 2 family member	ALDH2	12	111766887 	111809985 
PA24697	aldehyde dehydrogenase 3 family member A1	ALDH3A1	17	19737984 	19748433 
PA24698	aldehyde dehydrogenase 3 family member A2	ALDH3A2	17	19648136 	19677596 
PA24699	aldehyde dehydrogenase 3 family member B1	ALDH3B1	11	68008547 	68029282 
PA24700	aldehyde dehydrogenase 3 family member B2	ALDH3B2	11	67662162 	67681214 
PA24701	aldehyde dehydrogenase 4 family member A1	ALDH4A1	1	18871430 	18902799 
PA24702	aldehyde dehydrogenase 5 family member A1	ALDH5A1	6	24494969 	24537207 
PA24703	aldehyde dehydrogenase 6 family member A1	ALDH6A1	14	74057662 	74084493 
PA24704	aldehyde dehydrogenase 7 family member A1	ALDH7A1	5	126541841 	126595390 
